 0.103 	 0.095572 
 0.104 	 0.095206 
 0.105 	 0.094844 
 0.106 	 0.094487 
 0.107 	 0.094134 
 0.108 	 0.093785 
 0.109 	 0.093438 
 0.110 	 0.093097 
 0.111 	 0.092760 
 0.112 	 0.092424 
 0.113 	 0.092094 
 0.114 	 0.091767 
 0.115 	 0.091444 
 0.116 	 0.091125 
 0.117 	 0.090806 
 0.118 	 0.090492 
 0.119 	 0.090182 
 0.120 	 0.089875 
 0.121 	 0.089571 
 0.122 	 0.089270 
 0.123 	 0.088973 
 0.124 	 0.088677 
 0.125 	 0.088387 
 0.126 	 0.088096 
 0.127 	 0.087811 
 0.128 	 0.087529 
 0.129 	 0.087246 
 0.130 	 0.086970 
 0.131 	 0.086693 
 0.132 	 0.086421 
 0.133 	 0.086151 
 0.134 	 0.085885 
 0.135 	 0.085618 
 0.136 	 0.085357 
 0.137 	 0.085096 
 0.138 	 0.084839 
 0.139 	 0.084584 
 0.140 	 0.084329 
 0.141 	 0.084081 
 0.142 	 0.083832 
 0.143 	 0.083585 
 0.144 	 0.083341 
 0.145 	 0.083100 
 0.146 	 0.082861 
 0.147 	 0.082624 
 0.148 	 0.082386 
 0.149 	 0.082154 
 0.150 	 0.081923 
 0.151 	 0.081693 
 0.152 	 0.081465 
 0.153 	 0.081240 
 0.154 	 0.081017 
 0.155 	 0.080793 
 0.156 	 0.080575 
 0.157 	 0.080357 
 0.158 	 0.080140 
 0.159 	 0.079925 
 0.160 	 0.079713 
 0.161 	 0.079502 
 0.162 	 0.079292 
 0.163 	 0.079084 
 0.164 	 0.078878 
 0.165 	 0.078676 
 0.166 	 0.078474 
 0.167 	 0.078272 
 0.168 	 0.078072 
 0.169 	 0.077873 
 0.170 	 0.077676 
 0.171 	 0.077483 
 0.172 	 0.077290 
 0.173 	 0.077096 
 0.174 	 0.076905 
 0.175 	 0.076717 
 0.176 	 0.076529 
 0.177 	 0.076342 
 0.178 	 0.076158 
 0.179 	 0.075973 
 0.180 	 0.075794 
 0.181 	 0.075611 
 0.182 	 0.075433 
 0.183 	 0.075255 
 0.184 	 0.075077 
 0.185 	 0.074901 
 0.186 	 0.074726 
 0.187 	 0.074553 
 0.188 	 0.074383 
 0.189 	 0.074211 
 0.190 	 0.074042 
 0.191 	 0.073874 
 0.192 	 0.073706 
 0.193 	 0.073542 
 0.194 	 0.073377 
 0.195 	 0.073214 
 0.196 	 0.073050 
 0.197 	 0.072888 
 0.198 	 0.072728 
 0.199 	 0.072570 
 0.200 	 0.072413 
 0.201 	 0.072255 
 0.202 	 0.072100 
 0.203 	 0.071942 
 0.204 	 0.071789 
 0.205 	 0.071636 
 0.206 	 0.071485 
 0.207 	 0.071335 
 0.208 	 0.071184 
 0.209 	 0.071036 
 0.210 	 0.070888 
 0.211 	 0.070739 
 0.212 	 0.070593 
 0.213 	 0.070449 
 0.214 	 0.070305 
 0.215 	 0.070160 
 0.216 	 0.070019 
 0.217 	 0.069877 
 0.218 	 0.069736 
 0.219 	 0.069597 
 0.220 	 0.069457 
 0.221 	 0.069321 
 0.222 	 0.069183 
 0.223 	 0.069045 
 0.224 	 0.068909 
 0.225 	 0.068777 
 0.226 	 0.068642 
 0.227 	 0.068509 
 0.228 	 0.068377 
 0.229 	 0.068244 
 0.230 	 0.068115 
 0.231 	 0.067984 
 0.232 	 0.067855 
 0.233 	 0.067727 
 0.234 	 0.067599 
 0.235 	 0.067472 
 0.236 	 0.067348 
 0.237 	 0.067222 
 0.238 	 0.067098 
 0.239 	 0.066975 
 0.240 	 0.066852 
 0.241 	 0.066727 
 0.242 	 0.066605 
 0.243 	 0.066485 
 0.244 	 0.066364 
 0.245 	 0.066243 
 0.246 	 0.066124 
 0.247 	 0.066006 
 0.248 	 0.065889 
 0.249 	 0.065772 
 0.250 	 0.065655 
 0.251 	 0.065539 
 0.252 	 0.065423 
 0.253 	 0.065309 
 0.254 	 0.065196 
 0.255 	 0.065083 
 0.256 	 0.064970 
 0.257 	 0.064857 
 0.258 	 0.064745 
 0.259 	 0.064635 
 0.260 	 0.064524 
 0.261 	 0.064413 
 0.262 	 0.064305 
 0.263 	 0.064197 
 0.264 	 0.064089 
 0.265 	 0.063981 
 0.266 	 0.063874 
 0.267 	 0.063769 
 0.268 	 0.063662 
 0.269 	 0.063558 
 0.270 	 0.063453 
 0.271 	 0.063348 
 0.272 	 0.063247 
 0.273 	 0.063143 
 0.274 	 0.063040 
 0.275 	 0.062938 
 0.276 	 0.062836 
 0.277 	 0.062735 
 0.278 	 0.062634 
 0.279 	 0.062536 
 0.280 	 0.062435 
 0.281 	 0.062336 
 0.282 	 0.062238 
 0.283 	 0.062140 
 0.284 	 0.062043 
 0.285 	 0.061946 
 0.286 	 0.061849 
 0.287 	 0.061753 
 0.288 	 0.061656 
 0.289 	 0.061563 
 0.290 	 0.061468 
 0.291 	 0.061373 
 0.292 	 0.061278 
 0.293 	 0.061186 
 0.294 	 0.061092 
 0.295 	 0.061000 
 0.296 	 0.060908 
 0.297 	 0.060817 
 0.298 	 0.060726 
 0.299 	 0.060637 
 0.300 	 0.060545 
 0.301 	 0.060455 
 0.302 	 0.060366 
 0.303 	 0.060277 
 0.304 	 0.060187 
 0.305 	 0.060101 
 0.306 	 0.060012 
 0.307 	 0.059926 
 0.308 	 0.059839 
 0.309 	 0.059752 
 0.310 	 0.059665 
 0.311 	 0.059579 
 0.312 	 0.059494 
 0.313 	 0.059408 
 0.314 	 0.059325 
 0.315 	 0.059240 
 0.316 	 0.059155 
 0.317 	 0.059072 
 0.318 	 0.058990 
 0.319 	 0.058907 
 0.320 	 0.058825 
 0.321 	 0.058743 
 0.322 	 0.058661 
 0.323 	 0.058581 
 0.324 	 0.058498 
 0.325 	 0.058419 
 0.326 	 0.058337 
 0.327 	 0.058258 
 0.328 	 0.058179 
 0.329 	 0.058099 
 0.330 	 0.058020 
 0.331 	 0.057942 
 0.332 	 0.057864 
 0.333 	 0.057787 
 0.334 	 0.057709 
 0.335 	 0.057632 
 0.336 	 0.057555 
 0.337 	 0.057478 
 0.338 	 0.057401 
 0.339 	 0.057327 
 0.340 	 0.057250 
 0.341 	 0.057174 
 0.342 	 0.057101 
 0.343 	 0.057025 
 0.344 	 0.056950 
 0.345 	 0.056877 
 0.346 	 0.056803 
 0.347 	 0.056732 
 0.348 	 0.056655 
 0.349 	 0.056583 
 0.350 	 0.056510 
 0.351 	 0.056441 
 0.352 	 0.056368 
 0.353 	 0.056296 
 0.354 	 0.056224 
 0.355 	 0.056154 
 0.356 	 0.056084 
 0.357 	 0.056013 
 0.358 	 0.055941 
 0.359 	 0.055871 
 0.360 	 0.055802 
 0.361 	 0.055733 
 0.362 	 0.055664 
 0.363 	 0.055595 
 0.364 	 0.055527 
 0.365 	 0.055458 
 0.366 	 0.055389 
 0.367 	 0.055322 
 0.368 	 0.055255 
 0.369 	 0.055188 
 0.370 	 0.055121 
 0.371 	 0.055054 
 0.372 	 0.054987 
 0.373 	 0.054922 
 0.374 	 0.054855 
 0.375 	 0.054789 
 0.376 	 0.054725 
 0.377 	 0.054660 
 0.378 	 0.054595 
 0.379 	 0.054531 
 0.380 	 0.054465 
 0.381 	 0.054400 
 0.382 	 0.054337 
 0.383 	 0.054274 
 0.384 	 0.054210 
 0.385 	 0.054148 
 0.386 	 0.054085 
 0.387 	 0.054022 
 0.388 	 0.053958 
 0.389 	 0.053896 
 0.390 	 0.053834 
 0.391 	 0.053772 
 0.392 	 0.053710 
 0.393 	 0.053650 
 0.394 	 0.053589 
 0.395 	 0.053527 
 0.396 	 0.053467 
 0.397 	 0.053406 
 0.398 	 0.053346 
 0.399 	 0.053285 
 0.400 	 0.053227 
 0.401 	 0.053167 
 0.402 	 0.053107 
 0.403 	 0.053048 
 0.404 	 0.052989 
 0.405 	 0.052930 
 0.406 	 0.052872 
 0.407 	 0.052812 
 0.408 	 0.052755 
 0.409 	 0.052696 
 0.410 	 0.052638 
 0.411 	 0.052581 
 0.412 	 0.052524 
 0.413 	 0.052467 
 0.414 	 0.052409 
 0.415 	 0.052353 
 0.416 	 0.052297 
 0.417 	 0.052241 
 0.418 	 0.052185 
 0.419 	 0.052129 
 0.420 	 0.052072 
 0.421 	 0.052016 
 0.422 	 0.051961 
 0.423 	 0.051906 
 0.424 	 0.051851 
 0.425 	 0.051797 
 0.426 	 0.051742 
 0.427 	 0.051687 
 0.428 	 0.051633 
 0.429 	 0.051579 
 0.430 	 0.051526 
 0.431 	 0.051472 
 0.432 	 0.051419 
 0.433 	 0.051365 
 0.434 	 0.051311 
 0.435 	 0.051258 
 0.436 	 0.051206 
 0.437 	 0.051152 
 0.438 	 0.051100 
 0.439 	 0.051048 
 0.440 	 0.050997 
 0.441 	 0.050945 
 0.442 	 0.050892 
 0.443 	 0.050841 
 0.444 	 0.050789 
 0.445 	 0.050738 
 0.446 	 0.050687 
 0.447 	 0.050636 
 0.448 	 0.050586 
 0.449 	 0.050533 
 0.450 	 0.050484 
 0.451 	 0.050433 
 0.452 	 0.050385 
 0.453 	 0.050334 
 0.454 	 0.050285 
 0.455 	 0.050234 
 0.456 	 0.050185 
 0.457 	 0.050135 
 0.458 	 0.050086 
 0.459 	 0.050036 
 0.460 	 0.049988 
 0.461 	 0.049938 
 0.462 	 0.049891 
 0.463 	 0.049842 
 0.464 	 0.049794 
 0.465 	 0.049747 
 0.466 	 0.049699 
 0.467 	 0.049651 
 0.468 	 0.049603 
 0.469 	 0.049556 
 0.470 	 0.049508 
 0.471 	 0.049462 
 0.472 	 0.049414 
 0.473 	 0.049368 
 0.474 	 0.049319 
 0.475 	 0.049272 
 0.476 	 0.049226 
 0.477 	 0.049181 
 0.478 	 0.049134 
 0.479 	 0.049089 
 0.480 	 0.049043 
 0.481 	 0.048998 
 0.482 	 0.048952 
 0.483 	 0.048907 
 0.484 	 0.048861 
 0.485 	 0.048816 
 0.486 	 0.048770 
 0.487 	 0.048725 
 0.488 	 0.048680 
 0.489 	 0.048635 
 0.490 	 0.048592 
 0.491 	 0.048545 
 0.492 	 0.048502 
 0.493 	 0.048458 
 0.494 	 0.048414 
 0.495 	 0.048370 
 0.496 	 0.048326 
 0.497 	 0.048284 
 0.498 	 0.048239 
 0.499 	 0.048197 
 0.500 	 0.048152 
